learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,1,0.238,0.877,0.163,0.905212,0
1,4,2,0.238,0.877,0.163,0.799988,1
2,8,1,0.201,0.881,0.16,0.472809,0
3,10,3,0.215,0.875,0.15,0.997986,3
4,13,4,0.229,0.865,0.154,0.837952,3
4,13,5,0.229,0.865,0.154,0.626099,5
4,13,6,0.229,0.865,0.154,0.96167,8
4,13,8,0.229,0.865,0.154,0.820465,7
4,13,9,0.229,0.865,0.154,0.82547,0
5,9,1,0.22,0.871,0.172,0.487091,6
5,9,3,0.22,0.871,0.172,0.434265,4
5,9,8,0.22,0.871,0.172,0.879486,2
6,19,10,0.22,0.863,0.181,0.694183,6
6,19,15,0.22,0.863,0.181,0.640991,4
7,8,1,0.209,0.866,0.153,0.908691,6
7,8,7,0.209,0.866,0.153,0.51358,4
9,13,3,0.199,0.871,0.156,0.654572,6
9,13,7,0.199,0.871,0.156,0.693146,4
9,13,10,0.199,0.871,0.156,0.983337,2
9,13,11,0.199,0.871,0.156,0.337708,9
12,19,5,0.221,0.877,0.142,0.660461,6
12,19,8,0.221,0.877,0.142,0.005951,4
12,19,12,0.221,0.877,0.142,0.066803,2
12,19,13,0.221,0.877,0.142,0.127777,9
12,19,15,0.221,0.877,0.142,0.748566,1
12,19,17,0.221,0.877,0.142,0.028351,0
13,8,1,0.232,0.87,0.181,0.715454,6
13,8,3,0.232,0.87,0.181,0.901031,4
13,8,6,0.232,0.87,0.181,0.825439,2
14,7,2,0.219,0.871,0.161,0.023071,6
14,7,4,0.219,0.871,0.161,0.517242,1
15,15,0,0.218,0.879,0.17,0.139557,1
15,15,1,0.218,0.879,0.17,0.495972,7
15,15,10,0.218,0.879,0.17,0.086914,0
16,8,3,0.201,0.854,0.167,0.588226,1
17,16,0,0.22,0.885,0.159,0.813019,1
17,16,5,0.22,0.885,0.159,0.233124,7
17,16,9,0.22,0.885,0.159,0.657074,0
17,16,11,0.22,0.885,0.159,0.232147,2
20,16,0,0.203,0.875,0.159,0.560944,1
20,16,4,0.203,0.875,0.159,0.50531,7
21,6,3,0.224,0.868,0.161,0.699921,1
21,6,5,0.224,0.868,0.161,0.415466,5
22,11,0,0.213,0.886,0.179,0.266479,5
22,11,2,0.213,0.886,0.179,0.737549,8
22,11,5,0.213,0.886,0.179,0.168671,6
22,11,8,0.213,0.886,0.179,0.951813,2
22,11,10,0.213,0.886,0.179,0.61795,7
24,12,3,0.204,0.882,0.181,0.782745,5
24,12,6,0.204,0.882,0.181,0.13913,8
25,15,2,0.222,0.878,0.162,0.521484,3
25,15,3,0.222,0.878,0.162,0.323151,8
25,15,4,0.222,0.878,0.162,0.259674,5
25,15,8,0.222,0.878,0.162,0.725159,9
25,15,12,0.222,0.878,0.162,0.579468,1
26,20,0,0.21,0.877,0.164,0.254456,3
26,20,3,0.21,0.877,0.164,0.264252,5
26,20,4,0.21,0.877,0.164,0.256165,8
26,20,7,0.21,0.877,0.164,0.909393,7
26,20,10,0.21,0.877,0.164,0.655792,2
26,20,12,0.21,0.877,0.164,0.831238,6
28,20,2,0.222,0.858,0.156,0.71051,7
28,20,10,0.222,0.858,0.156,0.755402,5
28,20,17,0.222,0.858,0.156,0.596375,2
29,20,0,0.225,0.848,0.187,0.747375,7
29,20,1,0.225,0.848,0.187,0.710876,5
29,20,5,0.225,0.848,0.187,0.510406,2
29,20,9,0.225,0.848,0.187,0.309448,8
29,20,14,0.225,0.848,0.187,0.691498,6
29,20,16,0.225,0.848,0.187,0.865723,4
29,20,17,0.225,0.848,0.187,0.66452,0
30,13,1,0.214,0.883,0.167,0.816589,7
30,13,10,0.214,0.883,0.167,0.194275,5
31,10,0,0.21,0.878,0.158,0.591766,7
31,10,2,0.21,0.878,0.158,0.543396,5
31,10,3,0.21,0.878,0.158,0.485718,8
31,10,9,0.21,0.878,0.158,0.261353,2
32,15,10,0.224,0.892,0.171,0.023865,7
32,15,11,0.224,0.892,0.171,0.012665,5
33,22,1,0.215,0.885,0.181,0.026642,7
33,22,3,0.215,0.885,0.181,0.78833,5
33,22,11,0.215,0.885,0.181,0.278717,8
33,22,17,0.215,0.885,0.181,0.907898,2
34,3,2,0.204,0.891,0.151,0.576813,5
35,23,4,0.211,0.883,0.171,0.835663,5
35,23,9,0.211,0.883,0.171,0.725006,8
35,23,11,0.211,0.883,0.171,0.865082,2
35,23,15,0.211,0.883,0.171,0.947357,0
35,23,18,0.211,0.883,0.171,0.541901,7
36,19,10,0.226,0.864,0.15,0.63443,5
36,19,14,0.226,0.864,0.15,0.812439,8
37,9,1,0.204,0.862,0.175,0.789734,5
37,9,3,0.204,0.862,0.175,0.835449,8
37,9,4,0.204,0.862,0.175,0.49884,2
37,9,5,0.204,0.862,0.175,0.475281,7
37,9,6,0.204,0.862,0.175,0.139496,3
38,27,0,0.186,0.87,0.168,0.573822,2
38,27,2,0.186,0.87,0.168,0.656097,5
38,27,6,0.186,0.87,0.168,0.101654,7
38,27,9,0.186,0.87,0.168,0.996063,8
38,27,10,0.186,0.87,0.168,0.051605,3
38,27,13,0.186,0.87,0.168,0.650177,6
38,27,20,0.186,0.87,0.168,0.272339,1
38,27,21,0.186,0.87,0.168,0.220825,0
39,5,1,0.233,0.878,0.159,0.556305,2
39,5,2,0.233,0.878,0.159,0.576843,8
39,5,4,0.233,0.878,0.159,0.412445,0
40,16,7,0.217,0.889,0.162,0.700226,2
41,17,1,0.222,0.866,0.147,0.670288,2
41,17,3,0.222,0.866,0.147,0.878418,8
41,17,4,0.222,0.866,0.147,0.790894,0
