learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.826355
1,4,1,0.238,0.877,0.163,0.043945
1,4,1,0.238,0.877,0.163,0.794525
1,4,1,0.238,0.877,0.163,0.376373
1,4,2,0.238,0.877,0.163,0.032806
1,4,2,0.238,0.877,0.163,0.767853
1,4,2,0.238,0.877,0.163,0.040619
1,4,3,0.238,0.877,0.163,0.745697
2,8,0,0.201,0.881,0.16,0.423523
2,8,1,0.201,0.881,0.16,0.965179
2,8,2,0.201,0.881,0.16,0.316528
2,8,3,0.201,0.881,0.16,0.652283
2,8,4,0.201,0.881,0.16,0.302826
2,8,5,0.201,0.881,0.16,0.098846
2,8,5,0.201,0.881,0.16,0.800171
2,8,5,0.201,0.881,0.16,0.095673
2,8,5,0.201,0.881,0.16,0.669495
2,8,6,0.201,0.881,0.16,0.868042
2,8,7,0.201,0.881,0.16,0.892578
3,10,0,0.215,0.875,0.15,0.18692
3,10,0,0.215,0.875,0.15,0.651764
3,10,0,0.215,0.875,0.15,0.207153
3,10,1,0.215,0.875,0.15,0.974823
3,10,2,0.215,0.875,0.15,0.279327
3,10,3,0.215,0.875,0.15,0.832031
3,10,4,0.215,0.875,0.15,0.39798
3,10,5,0.215,0.875,0.15,0.828827
3,10,6,0.215,0.875,0.15,0.652161
3,10,7,0.215,0.875,0.15,0.019043
3,10,7,0.215,0.875,0.15,0.081329
3,10,7,0.215,0.875,0.15,0.052063
3,10,7,0.215,0.875,0.15,0.991699
3,10,8,0.215,0.875,0.15,0.834259
3,10,9,0.215,0.875,0.15,0.919556
4,13,0,0.229,0.865,0.154,0.960052
4,13,1,0.229,0.865,0.154,0.055756
4,13,1,0.229,0.865,0.154,0.283478
4,13,1,0.229,0.865,0.154,0.151642
4,13,1,0.229,0.865,0.154,0.365509
4,13,2,0.229,0.865,0.154,0.109985
4,13,2,0.229,0.865,0.154,0.135529
4,13,2,0.229,0.865,0.154,0.571442
4,13,3,0.229,0.865,0.154,0.244476
4,13,4,0.229,0.865,0.154,0.51886
4,13,5,0.229,0.865,0.154,0.772949
4,13,6,0.229,0.865,0.154,0.753052
4,13,7,0.229,0.865,0.154,0.410126
4,13,8,0.229,0.865,0.154,0.784424
4,13,9,0.229,0.865,0.154,0.118958
4,13,9,0.229,0.865,0.154,0.726898
4,13,9,0.229,0.865,0.154,0.781219
4,13,10,0.229,0.865,0.154,0.381012
4,13,11,0.229,0.865,0.154,0.38623
4,13,12,0.229,0.865,0.154,0.934204
5,9,0,0.22,0.871,0.172,0.094971
5,9,0,0.22,0.871,0.172,0.539032
5,9,0,0.22,0.871,0.172,0.800873
5,9,1,0.22,0.871,0.172,0.866302
5,9,2,0.22,0.871,0.172,0.183838
5,9,2,0.22,0.871,0.172,0.613861
5,9,2,0.22,0.871,0.172,0.480774
5,9,3,0.22,0.871,0.172,0.646454
5,9,4,0.22,0.871,0.172,0.333344
5,9,5,0.22,0.871,0.172,0.172638
5,9,5,0.22,0.871,0.172,0.037628
5,9,5,0.22,0.871,0.172,0.92041
5,9,6,0.22,0.871,0.172,0.882904
5,9,7,0.22,0.871,0.172,0.169495
5,9,7,0.22,0.871,0.172,0.671936
5,9,7,0.22,0.871,0.172,0.879669
5,9,8,0.22,0.871,0.172,0.211884
5,9,8,0.22,0.871,0.172,0.505371
5,9,8,0.22,0.871,0.172,0.706818
6,19,0,0.22,0.863,0.181,0.211578
6,19,0,0.22,0.863,0.181,0.207947
6,19,0,0.22,0.863,0.181,0.203491
6,19,1,0.22,0.863,0.181,0.83548
6,19,2,0.22,0.863,0.181,0.666046
6,19,3,0.22,0.863,0.181,0.39566
6,19,4,0.22,0.863,0.181,0.874237
6,19,5,0.22,0.863,0.181,0.003693
6,19,5,0.22,0.863,0.181,0.233521
6,19,5,0.22,0.863,0.181,0.015137
6,19,5,0.22,0.863,0.181,0.302551
6,19,6,0.22,0.863,0.181,0.293152
6,19,7,0.22,0.863,0.181,0.282745
6,19,8,0.22,0.863,0.181,0.080261
6,19,8,0.22,0.863,0.181,0.040222
6,19,8,0.22,0.863,0.181,0.871338
6,19,9,0.22,0.863,0.181,0.289856
