learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber,nodeRecommendationID
1,4,2,0.238,0.877,0.163,0.361938,0
2,8,0,0.201,0.881,0.16,0.934692,0
2,8,5,0.201,0.881,0.16,0.537079,1
3,10,4,0.215,0.875,0.15,0.862549,0
4,13,1,0.229,0.865,0.154,0.420715,0
4,13,5,0.229,0.865,0.154,0.813507,1
4,13,9,0.229,0.865,0.154,0.706299,2
6,19,5,0.22,0.863,0.181,0.593445,0
6,19,14,0.22,0.863,0.181,0.309021,1
8,10,5,0.223,0.887,0.165,0.93576,0
9,13,1,0.199,0.871,0.156,0.354156,0
9,13,9,0.199,0.871,0.156,0.819244,3
10,7,2,0.2,0.876,0.158,0.872437,3
11,2,1,0.194,0.867,0.189,0.046753,7
12,19,0,0.221,0.877,0.142,0.529114,7
12,19,16,0.221,0.877,0.142,0.08075,5
13,8,3,0.232,0.87,0.181,0.119324,8
13,8,4,0.232,0.87,0.181,0.078491,5
13,8,5,0.232,0.87,0.181,0.713654,2
14,7,0,0.219,0.871,0.161,0.315948,8
14,7,4,0.219,0.871,0.161,0.439453,5
15,15,3,0.218,0.879,0.17,0.606384,8
15,15,4,0.218,0.879,0.17,0.619751,5
15,15,8,0.218,0.879,0.17,0.780975,2
15,15,9,0.218,0.879,0.17,0.354034,0
15,15,10,0.218,0.879,0.17,0.438782,7
15,15,13,0.218,0.879,0.17,0.075531,6
16,8,2,0.201,0.854,0.167,0.079041,5
16,8,6,0.201,0.854,0.167,0.102905,2
16,8,7,0.201,0.854,0.167,0.958038,8
17,16,3,0.22,0.885,0.159,0.599274,5
17,16,6,0.22,0.885,0.159,0.103271,2
17,16,7,0.22,0.885,0.159,0.510712,8
18,10,1,0.213,0.871,0.173,0.679565,5
18,10,2,0.213,0.871,0.173,0.878815,2
18,10,3,0.213,0.871,0.173,0.116852,8
19,5,0,0.203,0.874,0.147,0.059082,5
19,5,3,0.203,0.874,0.147,0.480347,2
20,16,3,0.203,0.875,0.159,0.057312,5
21,6,0,0.224,0.868,0.161,0.217468,8
21,6,2,0.224,0.868,0.161,0.910553,5
21,6,3,0.224,0.868,0.161,0.544891,2
22,11,2,0.213,0.886,0.179,0.218903,8
22,11,8,0.213,0.886,0.179,0.533722,3
23,1,0,0.201,0.886,0.163,0.919006,3
24,12,0,0.204,0.882,0.181,0.577789,3
24,12,9,0.204,0.882,0.181,0.930756,9
24,12,10,0.204,0.882,0.181,0.402496,8
25,15,1,0.222,0.878,0.162,0.598694,3
25,15,3,0.222,0.878,0.162,0.531494,8
25,15,8,0.222,0.878,0.162,0.202515,5
25,15,11,0.222,0.878,0.162,0.960205,2
25,15,12,0.222,0.878,0.162,0.564972,7
25,15,14,0.222,0.878,0.162,0.676117,6
26,20,6,0.21,0.877,0.164,0.768127,2
26,20,10,0.21,0.877,0.164,0.552429,3
27,10,5,0.197,0.884,0.171,0.913361,2
27,10,7,0.197,0.884,0.171,0.772614,3
28,20,4,0.222,0.858,0.156,0.72113,2
28,20,6,0.222,0.858,0.156,0.313049,3
28,20,9,0.222,0.858,0.156,0.167694,7
28,20,13,0.222,0.858,0.156,0.598633,8
28,20,19,0.222,0.858,0.156,0.817291,6
29,20,15,0.225,0.848,0.187,0.175476,2
30,13,0,0.214,0.883,0.167,0.765442,3
30,13,4,0.214,0.883,0.167,0.593933,2
30,13,10,0.214,0.883,0.167,0.229492,7
30,13,11,0.214,0.883,0.167,0.346924,6
32,15,5,0.224,0.892,0.171,0.999878,3
32,15,10,0.224,0.892,0.171,0.690216,2
32,15,13,0.224,0.892,0.171,0.223389,7
33,22,0,0.215,0.885,0.181,0.531708,3
33,22,2,0.215,0.885,0.181,0.65744,2
33,22,5,0.215,0.885,0.181,0.466339,7
33,22,7,0.215,0.885,0.181,0.573181,6
33,22,8,0.215,0.885,0.181,0.484406,1
33,22,10,0.215,0.885,0.181,0.23761,9
33,22,12,0.215,0.885,0.181,0.272888,4
33,22,13,0.215,0.885,0.181,0.051056,0
33,22,16,0.215,0.885,0.181,0.299805,8
35,23,1,0.211,0.883,0.171,0.684082,2
35,23,8,0.211,0.883,0.171,0.435699,6
35,23,19,0.211,0.883,0.171,0.779602,1
35,23,21,0.211,0.883,0.171,0.484741,7
36,19,0,0.226,0.864,0.15,0.196594,2
36,19,2,0.226,0.864,0.15,0.118958,6
36,19,4,0.226,0.864,0.15,0.258545,1
36,19,6,0.226,0.864,0.15,0.595245,4
36,19,7,0.226,0.864,0.15,0.362213,7
36,19,9,0.226,0.864,0.15,0.799377,0
37,9,1,0.204,0.862,0.175,0.500763,2
38,27,0,0.186,0.87,0.168,0.221466,2
38,27,2,0.186,0.87,0.168,0.420532,6
38,27,7,0.186,0.87,0.168,0.922516,1
38,27,8,0.186,0.87,0.168,0.922699,4
38,27,15,0.186,0.87,0.168,0.955322,7
38,27,16,0.186,0.87,0.168,0.186798,0
38,27,23,0.186,0.87,0.168,0.455963,9
38,27,26,0.186,0.87,0.168,0.392731,3
40,16,2,0.217,0.889,0.162,0.537201,2
40,16,5,0.217,0.889,0.162,0.656769,3
40,16,7,0.217,0.889,0.162,0.340668,1
40,16,8,0.217,0.889,0.162,0.091675,6
40,16,13,0.217,0.889,0.162,0.428467,7
41,17,0,0.222,0.866,0.147,0.315613,2
41,17,1,0.222,0.866,0.147,0.016418,3
41,17,8,0.222,0.866,0.147,0.791412,1
41,17,13,0.222,0.866,0.147,0.459869,6
41,17,15,0.222,0.866,0.147,0.136902,7
41,17,16,0.222,0.866,0.147,0.994598,9
42,3,0,0.208,0.883,0.156,0.590942,2
43,19,0,0.208,0.866,0.186,0.822296,2
43,19,4,0.208,0.866,0.186,0.855896,3
43,19,9,0.208,0.866,0.186,0.203735,1
43,19,11,0.208,0.866,0.186,0.249817,6
43,19,17,0.208,0.866,0.186,0.153687,7
43,19,18,0.208,0.866,0.186,0.723572,9
44,18,1,0.229,0.874,0.148,0.136536,2
44,18,7,0.229,0.874,0.148,0.85791,3
44,18,8,0.229,0.874,0.148,0.652283,1
44,18,9,0.229,0.874,0.148,0.131012,6
44,18,12,0.229,0.874,0.148,0.52951,7
44,18,14,0.229,0.874,0.148,0.562714,9
45,23,8,0.212,0.857,0.18,0.099762,2
45,23,13,0.212,0.857,0.18,0.78717,0
45,23,20,0.212,0.857,0.18,0.854431,4
46,15,3,0.215,0.874,0.166,0.440735,2
46,15,5,0.215,0.874,0.166,0.017487,5
46,15,13,0.215,0.874,0.166,0.629059,1
47,10,3,0.204,0.889,0.168,0.009064,2
47,10,7,0.204,0.889,0.168,0.516113,5
48,11,2,0.235,0.876,0.14,0.471863,2
48,11,6,0.235,0.876,0.14,0.971893,5
48,11,10,0.235,0.876,0.14,0.044495,1
49,29,0,0.196,0.879,0.164,0.627655,2
49,29,1,0.196,0.879,0.164,0.652649,5
49,29,8,0.196,0.879,0.164,0.219879,1
49,29,21,0.196,0.879,0.164,0.07428,8
49,29,24,0.196,0.879,0.164,0.551086,7
50,11,4,0.227,0.872,0.161,0.855011,2
50,11,5,0.227,0.872,0.161,0.282867,5
50,11,6,0.227,0.872,0.161,0.037384,8
52,16,10,0.214,0.861,0.158,0.566986,8
52,16,11,0.214,0.861,0.158,0.511993,2
53,21,5,0.213,0.877,0.152,0.852661,0
53,21,6,0.213,0.877,0.152,0.079773,4
53,21,7,0.213,0.877,0.152,0.840271,5
53,21,10,0.213,0.877,0.152,0.079132,2
53,21,11,0.213,0.877,0.152,0.747894,8
53,21,15,0.213,0.877,0.152,0.144592,7
53,21,17,0.213,0.877,0.152,0.994568,6
54,20,0,0.213,0.88,0.162,0.255646,0
54,20,6,0.213,0.88,0.162,0.761627,5
54,20,9,0.213,0.88,0.162,0.28421,8
54,20,10,0.213,0.88,0.162,0.129669,7
54,20,17,0.213,0.88,0.162,0.161194,3
54,20,18,0.213,0.88,0.162,0.046539,2
55,20,9,0.214,0.885,0.152,0.480469,0
55,20,11,0.214,0.885,0.152,0.221222,5
55,20,15,0.214,0.885,0.152,0.403717,8
55,20,19,0.214,0.885,0.152,0.633575,7
56,12,2,0.225,0.878,0.157,0.135376,0
56,12,3,0.225,0.878,0.157,0.176514,5
56,12,5,0.225,0.878,0.157,0.765778,8
56,12,6,0.225,0.878,0.157,0.041901,7
56,12,8,0.225,0.878,0.157,0.11261,3
57,27,2,0.2,0.865,0.169,0.669647,0
57,27,6,0.2,0.865,0.169,0.203766,5
57,27,14,0.2,0.865,0.169,0.064484,8
57,27,19,0.2,0.865,0.169,0.800751,7
57,27,21,0.2,0.865,0.169,0.385254,3
57,27,25,0.2,0.865,0.169,0.267395,2
58,10,2,0.205,0.87,0.162,0.807556,0
58,10,5,0.205,0.87,0.162,0.083862,5
59,19,1,0.222,0.869,0.161,0.832184,0
59,19,3,0.222,0.869,0.161,0.195526,5
59,19,14,0.222,0.869,0.161,0.508148,8
59,19,15,0.222,0.869,0.161,0.367554,7
59,19,16,0.222,0.869,0.161,0.54306,2
60,19,1,0.205,0.864,0.158,0.774811,0
